County,Docket,Agency,File size,Property name,All commodities,,#,Mine Name,County,Commodity,Approx. Coordinates,Status
San Juan,4083,DMEA,30 MB,West Pat Dat Mine,Uranium,,162,West Pat Dat Mine,San Juan,Uranium,"38.252, -109.155",Inactive
San Juan,4086,DMEA,30 MB,Gray Horse Group,Uranium,,163,Gray Horse Group,San Juan,Uranium,"38.310, -109.235",Inactive
San Juan,4089,DMEA,6 MB,"El Paso, Topsy Too, and Cherie Claims",Uranium,,164,"El Paso, Topsy Too, and Cherie Claims",San Juan,Uranium,"38.205, -109.262",Inactive
San Juan,4095,DMEA,3 MB,Black Lizzard Property,Uranium,,165,Black Lizzard Property,San Juan,Uranium,"37.552, -110.252",Inactive
San Juan,4113,DMEA,8 MB,"Rain Shower, et al., Calims",Uranium,,166,"Rain Shower, et al., Calims",San Juan,Uranium,"37.850, -109.450",Inactive
San Juan,4117,DMEA,5 MB,Joan and LA Preal Groups,Uranium,,167,Joan and LA Preal Groups,San Juan,Uranium,"38.305, -109.215",Inactive
San Juan,4120,DMEA,20 MB,Blue Jay Claims,Uranium,,168,Blue Jay Claims (4120),San Juan,Uranium,"38.205, -109.265",Inactive
San Juan,4130,DMEA,19 MB,Red Devil Mine,Uranium,,169,Red Devil Mine,San Juan,Uranium,"38.212, -109.255",Inactive
San Juan,4131,DMEA,7 MB,Ilena and La Preal Groups,Uranium,,170,Ilena and La Preal Groups,San Juan,Uranium,"38.305, -109.215",Inactive
San Juan,4137,DMEA,10 MB,"Sec.32.T38S, R22E.",Uranium,,171,"Sec.32.T38S, R22E.",San Juan,Uranium,"37.455, -109.525",Inactive
San Juan,4139,DMEA,7 MB,Ring Comb Claims,Uranium,,172,Ring Comb Claims,San Juan,Uranium,"37.215, -109.855",Inactive
San Juan,4218,DMEA,12 MB,"Mecca, Star, Mine Groups",Uranium,,173,"Mecca, Star, Mine Groups",San Juan,Uranium,"38.155, -109.155",Inactive
San Juan,4222,DMEA,39 MB,Big Joe Claims,Uranium,,174,Big Joe Claims,San Juan,Uranium,"38.315, -109.225",Inactive
San Juan,4246,DMEA,12 MB,Red Hot Claims,Uranium,,175,Red Hot Claims,San Juan,Uranium,"38.352, -109.385",Inactive
San Juan,4260,DMEA,16 MB,North Markey Claims,Uranium,,176,North Markey Claims,San Juan,Uranium,"37.755, -110.285",Inactive
San Juan,4281,DMEA,61 MB,"Ruby Bell, et al. Claims",Uranium,,177,"Ruby Bell, et al. Claims",San Juan,Uranium,"38.212, -109.255",Inactive
San Juan,4294,DMEA,46 MB,La Sal Project,Uranium,,178,La Sal Project,San Juan,Uranium,"38.312, -109.255",Inactive
San Juan,4317,DMEA,93 MB,"Sun Dog, et al., Group of Claims",Uranium,,179,"Sun Dog, et al., Group of Claims (4317)",San Juan,Uranium,"38.155, -109.225",Inactive
San Juan,4325,DMEA,7 MB,"Cove, Danaher, and McFall Claim Groups",Uranium,,180,"Cove, Danaher, and McFall Groups",San Juan,Uranium,"38.310, -109.235",Inactive
San Juan,4362,DMEA,17 MB,Old Texas Claim,Uranium,,181,Old Texas Claim,San Juan,Uranium,"38.252, -109.182",Inactive
San Juan,4368,DMEA,7 MB,Lucy M Claims,Uranium,,182,Lucy M Claims,San Juan,Uranium,"38.315, -109.242",Inactive
San Juan,4382,DMEA,3 MB,"Lucky Strike, et al., Calims",Uranium,,183,"Lucky Strike, et al., Calims",San Juan,Uranium,"37.765, -110.312",Inactive
San Juan,4392,DMEA,82 MB,Channel & Markey Mine,Uranium,,184,Channel & Markey Mine,San Juan,Uranium,"37.755, -110.285",Inactive
San Juan,4394,DMEA,21 MB,Dead Horse Point Claims,Uranium,,185,Dead Horse Point Claims,San Juan,Uranium,"38.485, -109.735",Inactive
San Juan,4409,DMEA,67 MB,"April, Butte, and Canyon Claims",Uranium,,186,"April, Butte, and Canyon Claims",San Juan,Uranium,"37.755, -110.285",Inactive
San Juan,4420,DMEA,70 MB,"Picolo Pete, et al., Claims",Uranium,,187,"Picolo Pete, et al., Claims",San Juan,Uranium,"37.742, -110.255",Inactive
San Juan,4493,DMEA,4 MB,DHP and Ruby Claims,Uranium,,188,DHP and Ruby Claims,San Juan,Uranium,"38.485, -109.735",Inactive
San Juan,4522,DMEA,4 MB,"Ida, etal., Claims",Uranium,,189,"Ida, etal., Claims",San Juan,Uranium,"38.212, -109.255",Inactive
San Juan,4540,DMEA,8 MB,"Navaho Tracts No. 9,12,15.",Uranium,,190,"Navaho Tracts No. 9,12,15.",San Juan,Uranium,"37.055, -109.555",Inactive
San Juan,4579,DMEA,8 MB,Texan & Ajax Groups,Uranium,,191,Texan & Ajax Groups,San Juan,Uranium,"38.305, -109.215",Inactive
San Juan,4587,DMEA,2 MB,Missing Link Claims,Uranium,,192,Missing Link Claims,San Juan,Uranium,"38.155, -109.355",Inactive
San Juan,4589,DMEA,38 MB,"Give Away, et al., Claims",Uranium,,193,"Give Away, et al., Claims",San Juan,Uranium,"38.188, -109.252",Inactive
San Juan,4593,DMEA,6 MB,Big Buck Claims Group,Uranium,,194,Big Buck Claims Group,San Juan,Uranium,"38.185, -109.255",Inactive
San Juan,4594,DMEA,9 MB,Maybe Claims,Uranium,,195,Maybe Claims,San Juan,Uranium,"37.955, -109.282",Inactive
San Juan,4597,DMEA,35 MB,Ella Claim,Uranium,,196,Ella Claim,San Juan,Uranium,"38.215, -109.245",Inactive
San Juan,4603,DMEA,42 MB,Waterfall Group,Uranium,,197,Waterfall Group,San Juan,Uranium,"37.850, -109.450",Inactive
San Juan,4606,DMEA,5 MB,Single Jack & Lucky Boy Claims,Uranium,,198,Single Jack & Lucky Boy Claims,San Juan,Uranium,"38.312, -109.255",Inactive
San Juan,4623,DMEA,8 MB,Dusty Claims,Uranium,,199,Dusty Claims,San Juan,Uranium,"37.552, -110.252",Inactive
San Juan,4631,DMEA,87 MB,Vanadium Queen Claim,Uranium,,200,Vanadium Queen Claim,San Juan,Uranium,"38.252, -109.185",Inactive
San Juan,4639,DMEA,14 MB,Bench Claim Group,Uranium,,201,Bench Claim Group,San Juan,Uranium,"37.552, -110.255",Inactive
San Juan,4655,DMEA,13 MB,"Joker, et al., Claims",Uranium,,202,"Joker, et al., Claims",San Juan,Uranium,"38.305, -109.215",Inactive
San Juan,4669,DMEA,9 MB,D & R Claim Group,Uranium,,203,D & R Claim Group,San Juan,Uranium,"38.155, -109.355",Inactive
San Juan,4679,DMEA,36 MB,"Charter, et al., Claim Groups",Uranium,,204,"Charter, et al., Claim Groups",San Juan,Uranium,"38.212, -109.255",Inactive
San Juan,4692,DMEA,3 MB,"Arrowhead, et al., Claims",Uranium,,205,"Arrowhead, et al., Claims",San Juan,Uranium,"37.850, -109.450",Inactive
San Juan,4711,DMEA,6 MB,Fall Claim,Uranium,,206,Fall Claim,San Juan,Uranium,"38.312, -109.255",Inactive
San Juan,4714,DMEA,5 MB,Goosepimple Group,Uranium,,207,Goosepimple Group,San Juan,Uranium,"37.555, -110.285",Inactive
San Juan,4719,DMEA,60 MB,"P.H., Teton, et al ., Group",Uranium,,208,"P.H., Teton, et al ., Group",San Juan,Uranium,"38.215, -109.245",Inactive
San Juan,4756,DMEA,17 MB,King Edward Claim,Uranium,,209,King Edward Claim,San Juan,Uranium,"38.315, -109.225",Inactive
San Juan,4758,DMEA,6 MB,"Black oxide, et al., Claims",Uranium,,210,"Black oxide, et al., Claims",San Juan,Uranium,"38.188, -109.252",Inactive
San Juan,4759,DMEA,48 MB,Wild Horse Claims,Uranium,,211,Wild Horse Claims,San Juan,Uranium,"38.310, -109.235",Inactive
San Juan,4762,DMEA,9 MB,Denny & Char Leases,Uranium,,212,Denny & Char Leases,San Juan,Uranium,"38.205, -109.262",Inactive
San Juan,4773,DMEA,9 MB,Perdue Claim Group,Uranium,,213,Perdue Claim Group,San Juan,Uranium,"38.212, -109.255",Inactive
San Juan,4832,DMEA,7 MB,"Copper Head, et al., Claims",Uranium,,214,"Copper Head, et al., Claims",San Juan,Uranium,"38.155, -109.155",Inactive
San Juan,4835,DMEA,35 MB,"Fire Fly, et al., Claims",Uranium,,215,"Fire Fly, et al., Claims",San Juan,Uranium,"38.315, -109.225",Inactive
San Juan,4852,DMEA,13 MB,Cove Group,Uranium,,216,Cove Group (San Juan 4852),San Juan,Uranium,"38.310, -109.232",Inactive
San Juan,4863,DMEA,13 MB,Dixie Claim Group,Uranium,,217,Dixie Claim Group (San Juan 4863),San Juan,Uranium,"38.215, -109.215",Inactive
San Juan,4868,DMEA,5 MB,Karn Claims,Uranium,,218,Karn Claims,San Juan,Uranium,"38.252, -109.102",Inactive
San Juan,4874,DMEA,130 MB,Royal Mine,Uranium,,219,Royal Mine,San Juan,Uranium,"38.185, -109.255",Inactive
San Juan,4964,DMEA,48 MB,Uncle Ben and Pascal Claims,Uranium,,220,Uncle Ben and Pascal Claims,San Juan,Uranium,"38.112, -109.155",Inactive
San Juan,5021,DMEA,<1 MB,None identified,,,221,None identified (San Juan 5021),San Juan,Uranium,"38.285, -109.355",Inactive
San Juan,5035,DMEA,23 MB,"East Ridge, et al., Claims",Uranium,,222,"East Ridge, et al., Claims",San Juan,Uranium,"38.215, -109.245",Inactive
San Juan,5036,DMEA,40 MB,"JFR Claims, et al.",Uranium,,223,"JFR Claims, et al.",San Juan,Uranium,"38.312, -109.255",Inactive
San Juan,5051,DMEA,3 MB,"Hot Shot, et al., Claims",Uranium,,224,"Hot Shot, et al., Claims",San Juan,Uranium,"38.212, -109.252",Inactive
San Juan,6013,OME,3 MB,Freddie Markle Property,Uranium,,225,Freddie Markle Property,San Juan,Uranium,"37.055, -109.155",Inactive
San Juan,6238,OME,1 MB,"Lone Butte, et al., Claims",Uranium,,226,"Lone Butte, et al., Claims",San Juan,Uranium,"37.552, -110.252",Inactive
San Juan,6266,OME,<1 MB,Sec.32,Uranium,,227,Sec.32 (San Juan 6266),San Juan,Uranium,"38.252, -109.185",Inactive
San Juan,6370,OME,<1 MB,Crown Point Property,Silver,,228,Crown Point Property (San Juan 6370),San Juan,Silver,"38.305, -109.215",Inactive
San Juan,6737,OME,3 MB,Monte Group Claims,Uranium,,229,Monte Group Claims,San Juan,Uranium,"38.155, -109.355",Inactive
San Juan,6813,OME,232 MB,Martha Group of Claims,Uranium,,230,Martha Group of Claims,San Juan,Uranium,"38.188, -109.252",Inactive
Sevier,3485,DMEA,3 MB,Hidden Treasure Claims,Manganese,,231,Hidden Treasure Claims,Sevier,Manganese,"38.755, -111.955",Inactive
Sevier,4285,DMEA,3 MB,Thunderbird Claims,Uranium,,232,Thunderbird Claims,Sevier,Uranium,"38.652, -112.155",Inactive
Sevier,4424,DMEA,5 MB,Copper Spot Claims,Uranium,,233,Copper Spot Claims,Sevier,Uranium,"38.712, -112.085",Inactive
Sevier,6501,OME,4 MB,Antelope Group of Claims,"Silver, gold",,234,Antelope Group of Claims,Sevier,"Silver, Gold","38.685, -112.115",Inactive
Summit,113,DMA,139 MB,New Quincy Mine,"Lead-zinc, silver",,235,New Quincy Mine,Summit,"Lead-Zinc, Silver","40.635, -111.485",Inactive
Summit,774,DMA,5 MB,Gold Star Mine,"Lead, zinc, copper, manganese",,236,Gold Star Mine,Summit,"Pb, Zn, Cu, Mn","40.642, -111.492",Inactive
Summit,1291,DMA,2 MB,Beaver Creek,"Lead-zinc, gold, silver",,237,Beaver Creek,Summit,"Pb-Zn, Au, Ag","40.612, -111.355",Inactive
Summit,4996,DMEA,32 MB,Daley West Mine,"Lead-zinc, silver, copper, gold",,238,Daley West Mine,Summit,"Pb-Zn, Ag, Cu, Au","40.628, -111.498",Inactive
Summit,6074,OME,21 MB,Daly West Mine,"Lead, zinc",,239,Daly West Mine (Summit 6074),Summit,"Lead, Zinc","40.628, -111.498",Inactive
Summit,6079,OME,17 MB,Keystone Mine,Lead-zinc,,240,Keystone Mine,Summit,Lead-Zinc,"40.645, -111.515",Inactive
Tooele,86,DMA,205 MB,"New Stockton, Ben Harrison and Larson-Muirbrook","Lead-zinc, copper, silver, gold",,241,"New Stockton, Ben Harrison, etc.",Tooele,"Pb-Zn, Cu, Ag, Au","40.455, -112.355",Inactive
Tooele,185,DMA,7 MB,Monocco Mine,Copper,,242,Monocco Mine,Tooele,Copper,"40.485, -112.365",Inactive
Tooele,651,DMA,5 MB,Star Dust Group,Tungsten,,243,Star Dust Group,Tooele,Tungsten,"40.155, -113.825",Inactive
Tooele,1531,DMA,9 MB,Highland Lassie Mine,"Lead-zinc, silver",,244,Highland Lassie Mine,Tooele,"Lead-Zinc, Silver","40.425, -112.385",Inactive
Tooele,1765,DMA,3 MB,Prospect,Lead-zinc,,245,Prospect,Tooele,Lead-Zinc,"40.415, -112.392",Inactive
Tooele,1923,DMEA,41 MB,Ida Mine,Lead-zinc,,246,Ida Mine (1923),Tooele,Lead-Zinc,"40.385, -112.312",Inactive
Tooele,1925,DMEA,4 MB,Ida Mine,Lead-zinc,,247,Ida Mine (1925),Tooele,Lead-Zinc,"40.385, -112.312",Inactive
Tooele,2552,DMEA,61 MB,Sheeprock Area,Beryl,,248,Sheeprock Area,Tooele,Beryl,"39.955, -112.555",Inactive
Tooele,2898,DMEA,48 MB,"Star Dust Mine, F.F. Hintze Lesee",Tungsten,,249,Star Dust Mine (2898),Tooele,Tungsten,"40.152, -113.822",Inactive
Tooele,3066,DMEA,29 MB,Last Chance Claims,Tungsten,,250,Last Chance Claims,Tooele,Tungsten,"40.145, -113.815",Inactive
Tooele,3517,DMEA,232 MB,Ophir Mine,"Lead, zinc",,1,Ophir Mine,Tooele,"Lead, Zinc","40.355, -112.255",Inactive
Tooele,6220,OME,1 MB,"Madison Mines, et al.","Gold, copper, lead, zinc",,2,"Madison Mines, et al.",Tooele,"Au, Cu, Pb, Zn","40.402, -112.315",Inactive
Tooele,6417,OME,6 MB,Idumea Claims,Silver,,3,Idumea Claims,Tooele,Silver,"40.345, -112.268",Inactive
Tooele,6498,OME,3 MB,Silver Hope Claims,Silver,,4,Silver Hope Claims,Tooele,Silver,"40.352, -112.245",Inactive
Tooele,6864,OME,15 MB,Dugway Property,"Gold, silver, copper",,5,Dugway Property,Tooele,"Au, Ag, Cu","39.915, -113.155",Inactive
Uintah,2614,DMEA,1 MB,Eureka Group,Uranium,,6,Eureka Group,Uintah,Uranium,"40.525, -109.215",Inactive
Uintah,4208,DMEA,4 MB,Iron Crown Group,"Copper, lead",,7,Iron Crown Group,Uintah,"Copper, Lead","40.712, -109.525",Inactive
Uintah,6463,OME,1 MB,Myrtle Claims,Silver,,8,Myrtle Claims,Uintah,Silver,"40.685, -109.515",Inactive
Uintah,6556,OME,3 MB,Marcella Groupof Claims,"Silver, nickel, manganese, gold",,9,Marcella Group of Claims,Uintah,"Ag, Ni, Mn, Au","40.692, -109.510",Inactive
Unknown County,357,DMA,1 MB,Bonnie Lou Mine,"Gold, silver, lead, zinc",,10,Bonnie Lou Mine,Unknown,"Au, Ag, Pb, Zn",N/A,Inactive
Unknown County,603,DMA,2 MB,Pilot Claim,Copper,,11,Pilot Claim,Unknown,Copper,N/A,Inactive
Unknown County,6186,OME,<1 MB,Mayflower Mine,None identified,,12,Mayflower Mine,Unknown,None identified,N/A,Inactive
Utah,14,DMA,19 MB,"Silver Star, Utah Lead and New Deal Mining Claims","Lead-zinc, silver, gold, copper, iron",,13,Silver Star / New Deal,Utah,"Pb, Zn, Ag, Au","39.952, -112.115",Inactive
Utah,52,DMA,8 MB,Joe Bowers Mine,Lead-zinc,,14,Joe Bowers Mine,Utah,Lead-Zinc,"39.935, -112.112",Inactive
Utah,467,DMA,18 MB,Floral Lode,"Lead-zinc, copper, silver",,15,Floral Lode,Utah,"Pb-Zn, Cu, Ag","40.015, -112.125",Inactive
Utah,628,DMA,1 MB,None identified,None identified,,16,None identified (Utah 628),Utah,None identified,"39.955, -112.105",Inactive
Utah,927,DMA,14 MB,Pacific Mine,"Lead-zinc, silver, gold",,17,Pacific Mine,Utah,"Pb-Zn, Ag, Au","40.525, -111.645",Inactive
Utah,1162,DMA,10 MB,"The Graphite, Hermoine, et. al. Claims",Manganese,,18,"Graphite, Hermoine, et al.",Utah,Manganese,"39.912, -112.115",Inactive
Utah,1169,DMA,6 MB,Post War Mine,"Manganese, iron",,19,Post War Mine,Utah,"Manganese, Iron","40.115, -111.855",Inactive
Utah,1274,DMA,8 MB,Manganese Ace Group,Manganese,,20,Manganese Ace Group,Utah,Manganese,"40.118, -111.852",Inactive
Utah,1441,DMA,6 MB,Central Standard Claims,"Lead-zinc, copper",,21,Central Standard Claims,Utah,"Pb-Zn, Cu","39.965, -112.085",Inactive
Utah,1470,DMA,22 MB,Pearl & Camp Bird Claims,"Lead-zinc, copper, silver",,22,Pearl & Camp Bird Claims,Utah,"Pb-Zn, Cu, Ag","39.945, -112.105",Inactive
Utah,1471,DMA,46 MB,Miller Mine,"Lead, silver",,23,Miller Mine,Utah,"Lead, Silver","40.575, -111.625",Inactive
Utah,1988,DMEA,7 MB,Mono Manganese Mine,"Manganese, iron",,24,Mono Manganese Mine,Utah,"Manganese, Iron","40.112, -111.858",Inactive
Utah,2627,DMEA,2 MB,American Volunteer Mine,Lead,,25,American Volunteer Mine,Utah,Lead,"40.515, -111.635",Inactive
Utah,2965,DMEA,6 MB,Government Canyon Mine,"Copper, lead, zinc",,26,Government Canyon Mine,Utah,"Copper, Lead, Zn","40.105, -112.055",Inactive
Utah,5031,DMEA,<1 MB,None identified,,,27,None identified (Utah 5031),Utah,N/A,"39.955, -112.105",Inactive
Utah,6035,OME,4 MB,Government Canyon,Copper,,28,Government Canyon,Utah,Copper,"40.105, -112.055",Inactive
Utah,6119,OME,71 MB,"Iron Blossom, et al., Claims","Lead, silver, copper",,29,"Iron Blossom, et al.",Utah,"Pb, Ag, Cu","39.938, -112.105",Inactive
Various Counties,1701,DMA,274 MB,Silver King Unit,"Lead-zinc, silver",,30,Silver King Unit,Various,"Pb-Zn, Silver",N/A,Inactive
Wasatch,107,DMA,73 MB,Mayflower Mine,"Lead-zinc, copper",,31,Mayflower Mine,Wasatch,"Pb-Zn, Cu","40.602, -111.435",Inactive
Wasatch,171,DMA,33 MB,West Park Mine,"Copper, gold, silver",,32,West Park Mine,Wasatch,"Cu, Au, Ag","40.608, -111.412",Inactive
Wasatch,993,DMA,33 MB,East Utah Mine,"Copper, lead, zinc",,33,East Utah Mine,Wasatch,"Cu, Pb, Zn","40.615, -111.418",Inactive
Wasatch,1094,DMA,86 MB,Naildriver Mine,Lead-zinc,,34,Naildriver Mine,Wasatch,Lead-Zinc,"40.595, -111.472",Inactive
Wasatch,1099,DMA,72 MB,Keetly Unit,"Zinc, lead, silver, gold, copper",,35,Keetly Unit,Wasatch,"Zn, Pb, Ag, Au","40.615, -111.425",Inactive
Wasatch,1100,DMA,122 MB,Judge,Lead-zinc,,36,Judge,Wasatch,Lead-Zinc,"40.605, -111.485",Inactive
Wasatch,1402,DMA,10 MB,Heber Lion Mining Co.,"Copper, gold, silver, lead",,37,Heber Lion Mining Co.,Wasatch,"Cu, Au, Ag, Pb","40.585, -111.425",Inactive
Wasatch,2300,DMEA,39 MB,Jack Claims,"Lead-zinc, copper, gold, silver",,38,Jack Claims,Wasatch,"Pb-Zn, Cu, Au","40.592, -111.442",Inactive
Wasatch,3116,DMEA,14 MB,Green Monster Mine,Copper,,39,Green Monster Mine,Wasatch,Copper,"40.582, -111.455",Inactive
Wasatch,4981,DMEA,230 MB,Mayflower Mine,"Lead-zinc, copper",,40,Mayflower Mine (4981),Wasatch,"Lead-Zinc, Cu","40.602, -111.435",Inactive
Wasatch,6346,OME,9 MB,Judge Project,Silver,,41,Judge Project,Wasatch,Silver,"40.605, -111.485",Inactive
Washington,1126,DMA,<1 MB,Fross Rare Metals Prospect,Mercury,,42,Fross Rare Metals Prospect,Washington,Mercury,"37.255, -113.315",Inactive
Washington,1540,DMA,4 MB,None identified,"Uranium, vanadium, silver",,43,None identified (Wash 1540),Washington,"U, V, Ag","37.185, -113.415",Inactive
Washington,1708,DMA,38 MB,Apex Mine,"Copper, lead, zinc, silver",,44,Apex Mine,Washington,"Cu, Pb, Zn, Ag","37.055, -113.815",Inactive
Washington,1772,DMA,3 MB,None identified,Uranium,,45,None identified (Wash 1772),Washington,Uranium,"37.215, -113.385",Inactive
Washington,1803,DMA,2 MB,None identified,"Uranium, copper",,46,None identified (Wash 1803),Washington,"Uranium, Copper","37.195, -113.392",Inactive
Washington,2643,DMEA,3 MB,None identified,Uranium,,47,None identified (Wash 2643),Washington,Uranium,"37.205, -113.405",Inactive
Washington,3063,DMEA,7 MB,Tungsten Property,Tungsten,,48,Tungsten Property,Washington,Tungsten,"37.125, -113.925",Inactive
Washington,3484,DMEA,26 MB,Bloomington Claims,Uranium,,49,Bloomington Claims,Washington,Uranium,"37.052, -113.615",Inactive
Washington,3496,DMEA,6 MB,Caliente Group,Uranium,,50,Caliente Group,Washington,Uranium,"37.182, -113.388",Inactive
Washington,3598,DMEA,31 MB,Kolob Mine Mineral Leases 8025 & 8026,Uranium,,51,Kolob Mine Leases,Washington,Uranium,"37.355, -113.155",Inactive
Washington,3828,DMEA,8 MB,Yellow King Claims,Mercury,,52,Yellow King Claims,Washington,Mercury,"37.245, -113.305",Inactive
Washington,3913,DMEA,57 MB,Rough Rider No. 2 Claim,Uranium,,53,Rough Rider No. 2,Washington,Uranium,"37.212, -113.375",Inactive
Washington,3951,DMEA,5 MB,Scarlet Lady Claim,Mercury,,54,Scarlet Lady Claim,Washington,Mercury,"37.248, -113.308",Inactive
Washington,3974,DMEA,16 MB,Silver Reef Mines,Uranium,,55,Silver Reef Mines,Washington,Uranium,"37.245, -113.355",Inactive
Washington,4123,DMEA,8 MB,Arizona and Shins Claims,Uranium,,56,Arizona and Shins Claims,Washington,Uranium,"37.225, -113.382",Inactive
Washington,4329,DMEA,6 MB,"Condor, et al., Groups",Uranium,,57,"Condor, et al., Groups",Washington,Uranium,"37.235, -113.395",Inactive
Washington,4410,DMEA,5 MB,Rough Rider & Lapidaire Group,Uranium,,58,Rough Rider & Lapidaire,Washington,Uranium,"37.215, -113.378",Inactive
Washington,4419,DMEA,5 MB,Extension Claims,Uranium,,59,Extension Claims,Washington,Uranium,"37.222, -113.388",Inactive
Washington,4503,DMEA,3 MB,Yellow King Group,Mercury,,60,Yellow King Group,Washington,Mercury,"37.245, -113.305",Inactive
Wayne,3028,DMEA,17 MB,LA FLORECITA MINING TRACT,Uranium,,61,LA FLORECITA TRACT,Wayne,Uranium,"38.285, -110.655",Inactive
Wayne,3846,DMEA,7 MB,Hail Mary Group,Uranium,,62,Hail Mary Group,Wayne,Uranium,"38.305, -110.685",Inactive
Wayne,4533,DMEA,2 MB,Ebko & Glen Haven Claims,Uranium,,63,Ebko & Glen Haven,Wayne,Uranium,"38.312, -110.705",Inactive
Weber,695,DMA,4 MB,Baldy Mountain,Manganese,,64,Baldy Mountain,Weber,Manganese,"41.355, -111.955",Inactive
Weber,1503,DMA,4 MB,Hidden Treasure Group,"Iron, graphite, copper",,65,Hidden Treasure Group,Weber,"Fe, Graphite, Cu","41.312, -111.855",Inactive
Weber,3120,DMEA,11 MB,None identified,Manganese,,66,None identified (Weber 3120),Weber,Manganese,"41.345, -111.965",Inactive